definitionKind,shortId,ageBand,displayPrompt,instructionText,questionId,missionId,conditionId,questionPurpose,mainSubjectId,mainObjectId,resourceId,changedAttribute,timePhase,cognitiveAction,expectedResponseType,expectedAnswerMeaning,allowedAnswerIds,forbiddenAnswerMeanings,sourceFactId,changedConditionId,outputTarget,ageBandRuleId,notApplicableReasons
coreSubquestion,W24-C2,elementary-high,그렇게 고른 까닭은 무엇인가요?,한 번에 이 질문 하나만 제시,nuvia.semantic.v1_1_r2.w24-c2.elementary-high.reason,gutenberg,gutenberg.c2,핵심 활동의 reason 한 입력,learner,nuvia.semantic.ref.w24-c2.object,nuvia.semantic.ref.w24-c2.resource,직접 접근할 수 있는 사람 범위,duringAction,prioritizeActions,reasonRef,이유를 선택하거나 명시적으로 아직 모르겠어요를 선택; 원문 쓰기는 강요하지 않음,"[""gutenberg.c2.reason.1"", ""gutenberg.c2.reason.2""]","[""gutenberg.c2.prohibitedClaims"", ""질문에 없는 계획·근거·태도·정확성 생성"", ""응답 라벨을 나의 이야기로 저장""]",S1324-21,gutenberg.c2,cognitiveActionRecorded.payload.reasonRef,nuvia.age.elementary-high.v1,{}
coreSubquestion,W24-C2,middle-school,무엇을 하려고 하나요?,한 번에 이 질문 하나만 제시,nuvia.semantic.v1_1_r2.w24-c2.middle-school.goal,gutenberg,gutenberg.c2,핵심 활동의 goal 한 입력,learner,nuvia.semantic.ref.w24-c2.object,nuvia.semantic.ref.w24-c2.resource,직접 접근할 수 있는 사람 범위,duringAction,prioritizeActions,goalId,목표 확인,"[""gutenberg.c2.goal.1""]","[""gutenberg.c2.prohibitedClaims"", ""질문에 없는 계획·근거·태도·정확성 생성"", ""응답 라벨을 나의 이야기로 저장""]",S1324-21,gutenberg.c2,cognitiveActionRecorded.payload.goalId,nuvia.age.middle-school.v1,{}
coreSubquestion,W24-C2,middle-school,먼저 할 일부터 놓아 봐요.,한 번에 이 질문 하나만 제시,nuvia.semantic.v1_1_r2.w24-c2.middle-school.priority,gutenberg,gutenberg.c2,핵심 활동의 priority 한 입력,learner,nuvia.semantic.ref.w24-c2.object,nuvia.semantic.ref.w24-c2.resource,직접 접근할 수 있는 사람 범위,duringAction,prioritizeActions,orderedResponseIds,행동 우선순위,"[""gutenberg.c2.response.1"", ""gutenberg.c2.response.2"", ""gutenberg.c2.response.3""]","[""gutenberg.c2.prohibitedClaims"", ""질문에 없는 계획·근거·태도·정확성 생성"", ""응답 라벨을 나의 이야기로 저장""]",S1324-21,gutenberg.c2,cognitiveActionRecorded.payload.orderedResponseIds,nuvia.age.middle-school.v1,{}
coreSubquestion,W24-C2,middle-school,무엇을 확인해야 함께 볼 수 있을까요?,한 번에 이 질문 하나만 제시,nuvia.semantic.v1_1_r2.w24-c2.middle-school.constraint,gutenberg,gutenberg.c2,핵심 활동의 constraint 한 입력,learner,nuvia.semantic.ref.w24-c2.object,nuvia.semantic.ref.w24-c2.resource,직접 접근할 수 있는 사람 범위,duringAction,prioritizeActions,constraintId,접근 제약,"[""gutenberg.c2.constraint.1""]","[""gutenberg.c2.prohibitedClaims"", ""질문에 없는 계획·근거·태도·정확성 생성"", ""응답 라벨을 나의 이야기로 저장""]",S1324-21,gutenberg.c2,cognitiveActionRecorded.payload.constraintId,nuvia.age.middle-school.v1,{}
coreSubquestion,W24-C2,middle-school,그렇게 고른 까닭은 무엇인가요?,한 번에 이 질문 하나만 제시,nuvia.semantic.v1_1_r2.w24-c2.middle-school.reason,gutenberg,gutenberg.c2,핵심 활동의 reason 한 입력,learner,nuvia.semantic.ref.w24-c2.object,nuvia.semantic.ref.w24-c2.resource,직접 접근할 수 있는 사람 범위,duringAction,prioritizeActions,reasonRef,이유를 선택하거나 명시적으로 아직 모르겠어요를 선택; 원문 쓰기는 강요하지 않음,"[""gutenberg.c2.reason.1"", ""gutenberg.c2.reason.2""]","[""gutenberg.c2.prohibitedClaims"", ""질문에 없는 계획·근거·태도·정확성 생성"", ""응답 라벨을 나의 이야기로 저장""]",S1324-21,gutenberg.c2,cognitiveActionRecorded.payload.reasonRef,nuvia.age.middle-school.v1,{}
coreSubquestion,W24-C2,high-school,무엇을 하려고 하나요?,한 번에 이 질문 하나만 제시,nuvia.semantic.v1_1_r2.w24-c2.high-school.goal,gutenberg,gutenberg.c2,핵심 활동의 goal 한 입력,learner,nuvia.semantic.ref.w24-c2.object,nuvia.semantic.ref.w24-c2.resource,직접 접근할 수 있는 사람 범위,duringAction,prioritizeActions,goalId,목표 확인,"[""gutenberg.c2.goal.1""]","[""gutenberg.c2.prohibitedClaims"", ""질문에 없는 계획·근거·태도·정확성 생성"", ""응답 라벨을 나의 이야기로 저장""]",S1324-21,gutenberg.c2,cognitiveActionRecorded.payload.goalId,nuvia.age.high-school.v1,{}
coreSubquestion,W24-C2,high-school,먼저 할 일부터 놓아 봐요.,한 번에 이 질문 하나만 제시,nuvia.semantic.v1_1_r2.w24-c2.high-school.priority,gutenberg,gutenberg.c2,핵심 활동의 priority 한 입력,learner,nuvia.semantic.ref.w24-c2.object,nuvia.semantic.ref.w24-c2.resource,직접 접근할 수 있는 사람 범위,duringAction,prioritizeActions,orderedResponseIds,행동 우선순위,"[""gutenberg.c2.response.1"", ""gutenberg.c2.response.2"", ""gutenberg.c2.response.3""]","[""gutenberg.c2.prohibitedClaims"", ""질문에 없는 계획·근거·태도·정확성 생성"", ""응답 라벨을 나의 이야기로 저장""]",S1324-21,gutenberg.c2,cognitiveActionRecorded.payload.orderedResponseIds,nuvia.age.high-school.v1,{}
coreSubquestion,W24-C2,high-school,무엇을 확인해야 함께 볼 수 있을까요?,한 번에 이 질문 하나만 제시,nuvia.semantic.v1_1_r2.w24-c2.high-school.constraint,gutenberg,gutenberg.c2,핵심 활동의 constraint 한 입력,learner,nuvia.semantic.ref.w24-c2.object,nuvia.semantic.ref.w24-c2.resource,직접 접근할 수 있는 사람 범위,duringAction,prioritizeActions,constraintId,접근 제약,"[""gutenberg.c2.constraint.1""]","[""gutenberg.c2.prohibitedClaims"", ""질문에 없는 계획·근거·태도·정확성 생성"", ""응답 라벨을 나의 이야기로 저장""]",S1324-21,gutenberg.c2,cognitiveActionRecorded.payload.constraintId,nuvia.age.high-school.v1,{}
coreSubquestion,W24-C2,high-school,그렇게 고른 까닭은 무엇인가요?,한 번에 이 질문 하나만 제시,nuvia.semantic.v1_1_r2.w24-c2.high-school.reason,gutenberg,gutenberg.c2,핵심 활동의 reason 한 입력,learner,nuvia.semantic.ref.w24-c2.object,nuvia.semantic.ref.w24-c2.resource,직접 접근할 수 있는 사람 범위,duringAction,prioritizeActions,reasonRef,이유를 선택하거나 명시적으로 아직 모르겠어요를 선택; 원문 쓰기는 강요하지 않음,"[""gutenberg.c2.reason.1"", ""gutenberg.c2.reason.2""]","[""gutenberg.c2.prohibitedClaims"", ""질문에 없는 계획·근거·태도·정확성 생성"", ""응답 라벨을 나의 이야기로 저장""]",S1324-21,gutenberg.c2,cognitiveActionRecorded.payload.reasonRef,nuvia.age.high-school.v1,{}
coreSubquestion,W24-C2,adult,무엇을 하려고 하나요?,한 번에 이 질문 하나만 제시,nuvia.semantic.v1_1_r2.w24-c2.adult.goal,gutenberg,gutenberg.c2,핵심 활동의 goal 한 입력,learner,nuvia.semantic.ref.w24-c2.object,nuvia.semantic.ref.w24-c2.resource,직접 접근할 수 있는 사람 범위,duringAction,prioritizeActions,goalId,목표 확인,"[""gutenberg.c2.goal.1""]","[""gutenberg.c2.prohibitedClaims"", ""질문에 없는 계획·근거·태도·정확성 생성"", ""응답 라벨을 나의 이야기로 저장""]",S1324-21,gutenberg.c2,cognitiveActionRecorded.payload.goalId,nuvia.age.adult.v1,{}
coreSubquestion,W24-C2,adult,먼저 할 일부터 놓아 봐요.,한 번에 이 질문 하나만 제시,nuvia.semantic.v1_1_r2.w24-c2.adult.priority,gutenberg,gutenberg.c2,핵심 활동의 priority 한 입력,learner,nuvia.semantic.ref.w24-c2.object,nuvia.semantic.ref.w24-c2.resource,직접 접근할 수 있는 사람 범위,duringAction,prioritizeActions,orderedResponseIds,행동 우선순위,"[""gutenberg.c2.response.1"", ""gutenberg.c2.response.2"", ""gutenberg.c2.response.3""]","[""gutenberg.c2.prohibitedClaims"", ""질문에 없는 계획·근거·태도·정확성 생성"", ""응답 라벨을 나의 이야기로 저장""]",S1324-21,gutenberg.c2,cognitiveActionRecorded.payload.orderedResponseIds,nuvia.age.adult.v1,{}
coreSubquestion,W24-C2,adult,무엇을 확인해야 함께 볼 수 있을까요?,한 번에 이 질문 하나만 제시,nuvia.semantic.v1_1_r2.w24-c2.adult.constraint,gutenberg,gutenberg.c2,핵심 활동의 constraint 한 입력,learner,nuvia.semantic.ref.w24-c2.object,nuvia.semantic.ref.w24-c2.resource,직접 접근할 수 있는 사람 범위,duringAction,prioritizeActions,constraintId,접근 제약,"[""gutenberg.c2.constraint.1""]","[""gutenberg.c2.prohibitedClaims"", ""질문에 없는 계획·근거·태도·정확성 생성"", ""응답 라벨을 나의 이야기로 저장""]",S1324-21,gutenberg.c2,cognitiveActionRecorded.payload.constraintId,nuvia.age.adult.v1,{}
coreSubquestion,W24-C2,adult,그렇게 고른 까닭은 무엇인가요?,한 번에 이 질문 하나만 제시,nuvia.semantic.v1_1_r2.w24-c2.adult.reason,gutenberg,gutenberg.c2,핵심 활동의 reason 한 입력,learner,nuvia.semantic.ref.w24-c2.object,nuvia.semantic.ref.w24-c2.resource,직접 접근할 수 있는 사람 범위,duringAction,prioritizeActions,reasonRef,이유를 선택하거나 명시적으로 아직 모르겠어요를 선택; 원문 쓰기는 강요하지 않음,"[""gutenberg.c2.reason.1"", ""gutenberg.c2.reason.2""]","[""gutenberg.c2.prohibitedClaims"", ""질문에 없는 계획·근거·태도·정확성 생성"", ""응답 라벨을 나의 이야기로 저장""]",S1324-21,gutenberg.c2,cognitiveActionRecorded.payload.reasonRef,nuvia.age.adult.v1,{}
coreSubquestion,W01-C1,preschool,서로 이어 볼 두 가지를 골라 봐요.,한 번에 이 질문 하나만 제시,nuvia.semantic.v1_1_r2.w01-c1.preschool.pair,nuvia.history.agriculture-settlement,nuvia.history.agriculture-settlement.c1,핵심 활동의 pair 한 입력,learner,nuvia.semantic.ref.w01-c1.object,nuvia.semantic.ref.w01-c1.resource,저장 공간의 크기,duringAction,mapRelation,nodeIds,두 노드 연결,"[""nuvia.history.agriculture-settlement.c1.node.1"", ""nuvia.history.agriculture-settlement.c1.node.2""]","[""nuvia.history.agriculture-settlement.c1.prohibitedClaims"", ""질문에 없는 계획·근거·태도·정확성 생성"", ""응답 라벨을 나의 이야기로 저장""]",S01,nuvia.history.agriculture-settlement.c1,cognitiveActionRecorded.payload.nodeIds,nuvia.age.preschool.v1,{}
coreSubquestion,W01-C1,preschool,이어 놓은 뜻을 남겨 봐요.,한 번에 이 질문 하나만 제시,nuvia.semantic.v1_1_r2.w01-c1.preschool.meaning,nuvia.history.agriculture-settlement,nuvia.history.agriculture-settlement.c1,핵심 활동의 meaning 한 입력,learner,nuvia.semantic.ref.w01-c1.object,nuvia.semantic.ref.w01-c1.resource,저장 공간의 크기,duringAction,mapRelation,"relationId,meaningKey",선택한 두 노드의 관계 의미,"[""nuvia.history.agriculture-settlement.c1.meaning.1"", ""nuvia.history.agriculture-settlement.c1.meaning.2"", ""nuvia.history.agriculture-settlement.c1.r3_2.activity.relation""]","[""nuvia.history.agriculture-settlement.c1.prohibitedClaims"", ""질문에 없는 계획·근거·태도·정확성 생성"", ""응답 라벨을 나의 이야기로 저장""]",S01,nuvia.history.agriculture-settlement.c1,"cognitiveActionRecorded.payload.relationId,meaningKey",nuvia.age.preschool.v1,{}
coreSubquestion,W01-C1,elementary-low,서로 이어 볼 두 가지를 골라 봐요.,한 번에 이 질문 하나만 제시,nuvia.semantic.v1_1_r2.w01-c1.elementary-low.pair,nuvia.history.agriculture-settlement,nuvia.history.agriculture-settlement.c1,핵심 활동의 pair 한 입력,learner,nuvia.semantic.ref.w01-c1.object,nuvia.semantic.ref.w01-c1.resource,저장 공간의 크기,duringAction,mapRelation,nodeIds,두 노드 연결,"[""nuvia.history.agriculture-settlement.c1.node.1"", ""nuvia.history.agriculture-settlement.c1.node.2""]","[""nuvia.history.agriculture-settlement.c1.prohibitedClaims"", ""질문에 없는 계획·근거·태도·정확성 생성"", ""응답 라벨을 나의 이야기로 저장""]",S01,nuvia.history.agriculture-settlement.c1,cognitiveActionRecorded.payload.nodeIds,nuvia.age.elementary-low.v1,{}
coreSubquestion,W01-C1,elementary-low,이어 놓은 뜻을 남겨 봐요.,한 번에 이 질문 하나만 제시,nuvia.semantic.v1_1_r2.w01-c1.elementary-low.meaning,nuvia.history.agriculture-settlement,nuvia.history.agriculture-settlement.c1,핵심 활동의 meaning 한 입력,learner,nuvia.semantic.ref.w01-c1.object,nuvia.semantic.ref.w01-c1.resource,저장 공간의 크기,duringAction,mapRelation,"relationId,meaningKey",선택한 두 노드의 관계 의미,"[""nuvia.history.agriculture-settlement.c1.meaning.1"", ""nuvia.history.agriculture-settlement.c1.meaning.2"", ""nuvia.history.agriculture-settlement.c1.r3_2.activity.relation""]","[""nuvia.history.agriculture-settlement.c1.prohibitedClaims"", ""질문에 없는 계획·근거·태도·정확성 생성"", ""응답 라벨을 나의 이야기로 저장""]",S01,nuvia.history.agriculture-settlement.c1,"cognitiveActionRecorded.payload.relationId,meaningKey",nuvia.age.elementary-low.v1,{}
coreSubquestion,W01-C1,elementary-high,서로 이어 볼 두 가지를 골라 봐요.,한 번에 이 질문 하나만 제시,nuvia.semantic.v1_1_r2.w01-c1.elementary-high.pair,nuvia.history.agriculture-settlement,nuvia.history.agriculture-settlement.c1,핵심 활동의 pair 한 입력,learner,nuvia.semantic.ref.w01-c1.object,nuvia.semantic.ref.w01-c1.resource,저장 공간의 크기,duringAction,mapRelation,nodeIds,두 노드 연결,"[""nuvia.history.agriculture-settlement.c1.node.1"", ""nuvia.history.agriculture-settlement.c1.node.2""]","[""nuvia.history.agriculture-settlement.c1.prohibitedClaims"", ""질문에 없는 계획·근거·태도·정확성 생성"", ""응답 라벨을 나의 이야기로 저장""]",S01,nuvia.history.agriculture-settlement.c1,cognitiveActionRecorded.payload.nodeIds,nuvia.age.elementary-high.v1,{}
coreSubquestion,W01-C1,elementary-high,이어 놓은 뜻을 남겨 봐요.,한 번에 이 질문 하나만 제시,nuvia.semantic.v1_1_r2.w01-c1.elementary-high.meaning,nuvia.history.agriculture-settlement,nuvia.history.agriculture-settlement.c1,핵심 활동의 meaning 한 입력,learner,nuvia.semantic.ref.w01-c1.object,nuvia.semantic.ref.w01-c1.resource,저장 공간의 크기,duringAction,mapRelation,"relationId,meaningKey",선택한 두 노드의 관계 의미,"[""nuvia.history.agriculture-settlement.c1.meaning.1"", ""nuvia.history.agriculture-settlement.c1.meaning.2"", ""nuvia.history.agriculture-settlement.c1.r3_2.activity.relation""]","[""nuvia.history.agriculture-settlement.c1.prohibitedClaims"", ""질문에 없는 계획·근거·태도·정확성 생성"", ""응답 라벨을 나의 이야기로 저장""]",S01,nuvia.history.agriculture-settlement.c1,"cognitiveActionRecorded.payload.relationId,meaningKey",nuvia.age.elementary-high.v1,{}
coreSubquestion,W01-C1,middle-school,서로 이어 볼 두 가지를 골라 봐요.,한 번에 이 질문 하나만 제시,nuvia.semantic.v1_1_r2.w01-c1.middle-school.pair,nuvia.history.agriculture-settlement,nuvia.history.agriculture-settlement.c1,핵심 활동의 pair 한 입력,learner,nuvia.semantic.ref.w01-c1.object,nuvia.semantic.ref.w01-c1.resource,저장 공간의 크기,duringAction,mapRelation,nodeIds,두 노드 연결,"[""nuvia.history.agriculture-settlement.c1.node.1"", ""nuvia.history.agriculture-settlement.c1.node.2""]","[""nuvia.history.agriculture-settlement.c1.prohibitedClaims"", ""질문에 없는 계획·근거·태도·정확성 생성"", ""응답 라벨을 나의 이야기로 저장""]",S01,nuvia.history.agriculture-settlement.c1,cognitiveActionRecorded.payload.nodeIds,nuvia.age.middle-school.v1,{}
coreSubquestion,W01-C1,middle-school,이어 놓은 뜻을 남겨 봐요.,한 번에 이 질문 하나만 제시,nuvia.semantic.v1_1_r2.w01-c1.middle-school.meaning,nuvia.history.agriculture-settlement,nuvia.history.agriculture-settlement.c1,핵심 활동의 meaning 한 입력,learner,nuvia.semantic.ref.w01-c1.object,nuvia.semantic.ref.w01-c1.resource,저장 공간의 크기,duringAction,mapRelation,"relationId,meaningKey",선택한 두 노드의 관계 의미,"[""nuvia.history.agriculture-settlement.c1.meaning.1"", ""nuvia.history.agriculture-settlement.c1.meaning.2"", ""nuvia.history.agriculture-settlement.c1.r3_2.activity.relation""]","[""nuvia.history.agriculture-settlement.c1.prohibitedClaims"", ""질문에 없는 계획·근거·태도·정확성 생성"", ""응답 라벨을 나의 이야기로 저장""]",S01,nuvia.history.agriculture-settlement.c1,"cognitiveActionRecorded.payload.relationId,meaningKey",nuvia.age.middle-school.v1,{}
coreSubquestion,W01-C1,high-school,서로 이어 볼 두 가지를 골라 봐요.,한 번에 이 질문 하나만 제시,nuvia.semantic.v1_1_r2.w01-c1.high-school.pair,nuvia.history.agriculture-settlement,nuvia.history.agriculture-settlement.c1,핵심 활동의 pair 한 입력,learner,nuvia.semantic.ref.w01-c1.object,nuvia.semantic.ref.w01-c1.resource,저장 공간의 크기,duringAction,mapRelation,nodeIds,두 노드 연결,"[""nuvia.history.agriculture-settlement.c1.node.1"", ""nuvia.history.agriculture-settlement.c1.node.2""]","[""nuvia.history.agriculture-settlement.c1.prohibitedClaims"", ""질문에 없는 계획·근거·태도·정확성 생성"", ""응답 라벨을 나의 이야기로 저장""]",S01,nuvia.history.agriculture-settlement.c1,cognitiveActionRecorded.payload.nodeIds,nuvia.age.high-school.v1,{}
coreSubquestion,W01-C1,high-school,이어 놓은 뜻을 남겨 봐요.,한 번에 이 질문 하나만 제시,nuvia.semantic.v1_1_r2.w01-c1.high-school.meaning,nuvia.history.agriculture-settlement,nuvia.history.agriculture-settlement.c1,핵심 활동의 meaning 한 입력,learner,nuvia.semantic.ref.w01-c1.object,nuvia.semantic.ref.w01-c1.resource,저장 공간의 크기,duringAction,mapRelation,"relationId,meaningKey",선택한 두 노드의 관계 의미,"[""nuvia.history.agriculture-settlement.c1.meaning.1"", ""nuvia.history.agriculture-settlement.c1.meaning.2"", ""nuvia.history.agriculture-settlement.c1.r3_2.activity.relation""]","[""nuvia.history.agriculture-settlement.c1.prohibitedClaims"", ""질문에 없는 계획·근거·태도·정확성 생성"", ""응답 라벨을 나의 이야기로 저장""]",S01,nuvia.history.agriculture-settlement.c1,"cognitiveActionRecorded.payload.relationId,meaningKey",nuvia.age.high-school.v1,{}
coreSubquestion,W01-C1,adult,서로 이어 볼 두 가지를 골라 봐요.,한 번에 이 질문 하나만 제시,nuvia.semantic.v1_1_r2.w01-c1.adult.pair,nuvia.history.agriculture-settlement,nuvia.history.agriculture-settlement.c1,핵심 활동의 pair 한 입력,learner,nuvia.semantic.ref.w01-c1.object,nuvia.semantic.ref.w01-c1.resource,저장 공간의 크기,duringAction,mapRelation,nodeIds,두 노드 연결,"[""nuvia.history.agriculture-settlement.c1.node.1"", ""nuvia.history.agriculture-settlement.c1.node.2""]","[""nuvia.history.agriculture-settlement.c1.prohibitedClaims"", ""질문에 없는 계획·근거·태도·정확성 생성"", ""응답 라벨을 나의 이야기로 저장""]",S01,nuvia.history.agriculture-settlement.c1,cognitiveActionRecorded.payload.nodeIds,nuvia.age.adult.v1,{}
coreSubquestion,W01-C1,adult,이어 놓은 뜻을 남겨 봐요.,한 번에 이 질문 하나만 제시,nuvia.semantic.v1_1_r2.w01-c1.adult.meaning,nuvia.history.agriculture-settlement,nuvia.history.agriculture-settlement.c1,핵심 활동의 meaning 한 입력,learner,nuvia.semantic.ref.w01-c1.object,nuvia.semantic.ref.w01-c1.resource,저장 공간의 크기,duringAction,mapRelation,"relationId,meaningKey",선택한 두 노드의 관계 의미,"[""nuvia.history.agriculture-settlement.c1.meaning.1"", ""nuvia.history.agriculture-settlement.c1.meaning.2"", ""nuvia.history.agriculture-settlement.c1.r3_2.activity.relation""]","[""nuvia.history.agriculture-settlement.c1.prohibitedClaims"", ""질문에 없는 계획·근거·태도·정확성 생성"", ""응답 라벨을 나의 이야기로 저장""]",S01,nuvia.history.agriculture-settlement.c1,"cognitiveActionRecorded.payload.relationId,meaningKey",nuvia.age.adult.v1,{}
coreSubquestion,W01-C2,preschool,서로 이어 볼 두 가지를 골라 봐요.,한 번에 이 질문 하나만 제시,nuvia.semantic.v1_1_r2.w01-c2.preschool.pair,nuvia.history.agriculture-settlement,nuvia.history.agriculture-settlement.c2,핵심 활동의 pair 한 입력,learner,nuvia.semantic.ref.w01-c2.object,nuvia.semantic.ref.w01-c2.resource,갈돌 한 개의 사용 가능 여부,duringAction,mapRelation,nodeIds,두 노드 연결,"[""nuvia.history.agriculture-settlement.c2.node.1"", ""nuvia.history.agriculture-settlement.c2.node.2"", ""nuvia.history.agriculture-settlement.c2.node.3""]","[""nuvia.history.agriculture-settlement.c2.prohibitedClaims"", ""질문에 없는 계획·근거·태도·정확성 생성"", ""응답 라벨을 나의 이야기로 저장""]",N01,nuvia.history.agriculture-settlement.c2,cognitiveActionRecorded.payload.nodeIds,nuvia.age.preschool.v1,{}
coreSubquestion,W01-C2,preschool,이어 놓은 뜻을 남겨 봐요.,한 번에 이 질문 하나만 제시,nuvia.semantic.v1_1_r2.w01-c2.preschool.meaning,nuvia.history.agriculture-settlement,nuvia.history.agriculture-settlement.c2,핵심 활동의 meaning 한 입력,learner,nuvia.semantic.ref.w01-c2.object,nuvia.semantic.ref.w01-c2.resource,갈돌 한 개의 사용 가능 여부,duringAction,mapRelation,"relationId,meaningKey",선택한 두 노드의 관계 의미,"[""nuvia.history.agriculture-settlement.c2.meaning.1"", ""nuvia.history.agriculture-settlement.c2.meaning.2"", ""nuvia.history.agriculture-settlement.c2.r3_2.activity.relation""]","[""nuvia.history.agriculture-settlement.c2.prohibitedClaims"", ""질문에 없는 계획·근거·태도·정확성 생성"", ""응답 라벨을 나의 이야기로 저장""]",N01,nuvia.history.agriculture-settlement.c2,"cognitiveActionRecorded.payload.relationId,meaningKey",nuvia.age.preschool.v1,{}
coreSubquestion,W01-C2,elementary-low,서로 이어 볼 두 가지를 골라 봐요.,한 번에 이 질문 하나만 제시,nuvia.semantic.v1_1_r2.w01-c2.elementary-low.pair,nuvia.history.agriculture-settlement,nuvia.history.agriculture-settlement.c2,핵심 활동의 pair 한 입력,learner,nuvia.semantic.ref.w01-c2.object,nuvia.semantic.ref.w01-c2.resource,갈돌 한 개의 사용 가능 여부,duringAction,mapRelation,nodeIds,두 노드 연결,"[""nuvia.history.agriculture-settlement.c2.node.1"", ""nuvia.history.agriculture-settlement.c2.node.2"", ""nuvia.history.agriculture-settlement.c2.node.3""]","[""nuvia.history.agriculture-settlement.c2.prohibitedClaims"", ""질문에 없는 계획·근거·태도·정확성 생성"", ""응답 라벨을 나의 이야기로 저장""]",N01,nuvia.history.agriculture-settlement.c2,cognitiveActionRecorded.payload.nodeIds,nuvia.age.elementary-low.v1,{}
coreSubquestion,W01-C2,elementary-low,이어 놓은 뜻을 남겨 봐요.,한 번에 이 질문 하나만 제시,nuvia.semantic.v1_1_r2.w01-c2.elementary-low.meaning,nuvia.history.agriculture-settlement,nuvia.history.agriculture-settlement.c2,핵심 활동의 meaning 한 입력,learner,nuvia.semantic.ref.w01-c2.object,nuvia.semantic.ref.w01-c2.resource,갈돌 한 개의 사용 가능 여부,duringAction,mapRelation,"relationId,meaningKey",선택한 두 노드의 관계 의미,"[""nuvia.history.agriculture-settlement.c2.meaning.1"", ""nuvia.history.agriculture-settlement.c2.meaning.2"", ""nuvia.history.agriculture-settlement.c2.r3_2.activity.relation""]","[""nuvia.history.agriculture-settlement.c2.prohibitedClaims"", ""질문에 없는 계획·근거·태도·정확성 생성"", ""응답 라벨을 나의 이야기로 저장""]",N01,nuvia.history.agriculture-settlement.c2,"cognitiveActionRecorded.payload.relationId,meaningKey",nuvia.age.elementary-low.v1,{}
coreSubquestion,W01-C2,elementary-high,서로 이어 볼 두 가지를 골라 봐요.,한 번에 이 질문 하나만 제시,nuvia.semantic.v1_1_r2.w01-c2.elementary-high.pair,nuvia.history.agriculture-settlement,nuvia.history.agriculture-settlement.c2,핵심 활동의 pair 한 입력,learner,nuvia.semantic.ref.w01-c2.object,nuvia.semantic.ref.w01-c2.resource,갈돌 한 개의 사용 가능 여부,duringAction,mapRelation,nodeIds,두 노드 연결,"[""nuvia.history.agriculture-settlement.c2.node.1"", ""nuvia.history.agriculture-settlement.c2.node.2"", ""nuvia.history.agriculture-settlement.c2.node.3""]","[""nuvia.history.agriculture-settlement.c2.prohibitedClaims"", ""질문에 없는 계획·근거·태도·정확성 생성"", ""응답 라벨을 나의 이야기로 저장""]",N01,nuvia.history.agriculture-settlement.c2,cognitiveActionRecorded.payload.nodeIds,nuvia.age.elementary-high.v1,{}
coreSubquestion,W01-C2,elementary-high,이어 놓은 뜻을 남겨 봐요.,한 번에 이 질문 하나만 제시,nuvia.semantic.v1_1_r2.w01-c2.elementary-high.meaning,nuvia.history.agriculture-settlement,nuvia.history.agriculture-settlement.c2,핵심 활동의 meaning 한 입력,learner,nuvia.semantic.ref.w01-c2.object,nuvia.semantic.ref.w01-c2.resource,갈돌 한 개의 사용 가능 여부,duringAction,mapRelation,"relationId,meaningKey",선택한 두 노드의 관계 의미,"[""nuvia.history.agriculture-settlement.c2.meaning.1"", ""nuvia.history.agriculture-settlement.c2.meaning.2"", ""nuvia.history.agriculture-settlement.c2.r3_2.activity.relation""]","[""nuvia.history.agriculture-settlement.c2.prohibitedClaims"", ""질문에 없는 계획·근거·태도·정확성 생성"", ""응답 라벨을 나의 이야기로 저장""]",N01,nuvia.history.agriculture-settlement.c2,"cognitiveActionRecorded.payload.relationId,meaningKey",nuvia.age.elementary-high.v1,{}
coreSubquestion,W01-C2,middle-school,서로 이어 볼 두 가지를 골라 봐요.,한 번에 이 질문 하나만 제시,nuvia.semantic.v1_1_r2.w01-c2.middle-school.pair,nuvia.history.agriculture-settlement,nuvia.history.agriculture-settlement.c2,핵심 활동의 pair 한 입력,learner,nuvia.semantic.ref.w01-c2.object,nuvia.semantic.ref.w01-c2.resource,갈돌 한 개의 사용 가능 여부,duringAction,mapRelation,nodeIds,두 노드 연결,"[""nuvia.history.agriculture-settlement.c2.node.1"", ""nuvia.history.agriculture-settlement.c2.node.2"", ""nuvia.history.agriculture-settlement.c2.node.3""]","[""nuvia.history.agriculture-settlement.c2.prohibitedClaims"", ""질문에 없는 계획·근거·태도·정확성 생성"", ""응답 라벨을 나의 이야기로 저장""]",N01,nuvia.history.agriculture-settlement.c2,cognitiveActionRecorded.payload.nodeIds,nuvia.age.middle-school.v1,{}
