definitionKind,shortId,ageBand,displayPrompt,instructionText,questionId,missionId,conditionId,questionPurpose,mainSubjectId,mainObjectId,resourceId,changedAttribute,timePhase,cognitiveAction,expectedResponseType,expectedAnswerMeaning,allowedAnswerIds,forbiddenAnswerMeanings,sourceFactId,changedConditionId,outputTarget,ageBandRuleId,notApplicableReasons
canonicalStage,W24-C2,middle-school,나만의 이야기를 말·글·그림으로 남겨 봐요.,남기지 않아도 다른 기록으로 대신 채우지 않아요.,nuvia.semantic.v1_1_r2.w24-c2.middle-school.learner-story,gutenberg,gutenberg.c2,사용자가 직접 나만의 이야기 남기기,learner,nuvia.semantic.ref.w24-c2.object,notApplicable,직접 접근할 수 있는 사람 범위,reflection,notApplicable,writing|voice|drawing|mixed|deferred,사용자가 직접 남긴 말·글·그림 원문 또는 남기지 않음,notApplicable,"[""핵심 활동 라벨·예측·시스템 문구를 사용자 이야기로 복사"", ""사용자 입력이 없는데 이야기 생성"", ""AI 보완·요약·평가""]",notApplicable,gutenberg.c2,storyRecorded,nuvia.age.middle-school.v1,"{""resourceId"": ""말·글·그림 자유 표현이며 고정 역사 자원 선택이 아님"", ""cognitiveAction"": ""자유 창작은 PASS 핵심 활동으로 중복 집계하지 않음"", ""allowedAnswerIds"": ""자유 창작에 고정 답안 없음"", ""sourceFactId"": ""사용자 창작은 승인 역사 사실이 아님""}"
canonicalStage,W24-C2,middle-school,"실제 역사와 내가 만든 이야기를 비교해 보고, 가장 눈에 띈 점 하나를 남겨 보세요.",사용자 원문을 그대로 저장해요.,nuvia.semantic.v1_1_r2.w24-c2.middle-school.history-comparison,gutenberg,gutenberg.c2,실제 역사와 나의 역사 비교,learner,nuvia.semantic.ref.w24-c2.object,notApplicable,직접 접근할 수 있는 사람 범위,comparison,notApplicable,writing|voice|drawing|mixed|deferred,가장 눈에 띈 점 하나와 연령에 따라 선택적 근거; 사용자 원문,notApplicable,"[""같았어요/달랐어요/새롭게 알았어요 고정 카드"", ""prediction 비교 fallback"", ""AI 분류·요약·채점""]",S1324-21,gutenberg.c2,comparisonCompleted(history)+bookPage7+growthReport,nuvia.age.middle-school.v1,"{""resourceId"": ""실제 역사 요약과 사용자 이야기 참조이며 새 고정 답안 자원이 아님"", ""cognitiveAction"": ""자유 비교는 PASS 핵심 활동으로 중복 집계하지 않음"", ""allowedAnswerIds"": ""comparisonTag와 고정 비교 카드 폐기""}"
canonicalStage,W24-C2,middle-school,"처음 생각과 실제 역사를 비교해 보고, 가장 눈에 띈 점 하나를 남겨 보세요.",처음 예측은 바꾸지 않고 사용자 원문을 그대로 저장해요.,nuvia.semantic.v1_1_r2.w24-c2.middle-school.prediction-comparison,gutenberg,gutenberg.c2,최초 예측과 실제 역사 비교,learner,nuvia.semantic.ref.w24-c2.object,notApplicable,직접 접근할 수 있는 사람 범위,comparison,notApplicable,writing|voice|drawing|mixed|deferred,처음 생각과 실제 역사에서 눈에 띈 점 하나와 연령에 따라 선택적 근거; 사용자 원문,notApplicable,"[""history 비교 fallback"", ""최초 예측 사후 변경"", ""같았어요/달랐어요/새롭게 알았어요 고정 카드"", ""AI 분류·요약·채점""]",S1324-21,gutenberg.c2,comparisonCompleted(prediction)+bookPage8+growthReport,nuvia.age.middle-school.v1,"{""resourceId"": ""잠긴 predictionSnapshot과 실제 역사 핵심 한 줄을 참조"", ""cognitiveAction"": ""자유 비교는 PASS 핵심 활동으로 중복 집계하지 않음"", ""allowedAnswerIds"": ""comparisonTag와 고정 비교 카드 폐기""}"
canonicalStage,W24-C2,middle-school,이야기책과 성장 기록을 볼 수 있어요.,같은 결과 기록만 연결해요.,nuvia.semantic.v1_1_r2.w24-c2.middle-school.artifact-link,gutenberg,gutenberg.c2,같은 결과의 이야기책·성장 리포트 연결,learner,nuvia.semantic.ref.w24-c2.object,notApplicable,notApplicable,reflection,notApplicable,viewBook|viewReport|print,같은 resultId·missionId·conditionId·버전의 실제 입력만 표시,"[""viewStoryBook"", ""viewGrowthReport"", ""print""]","[""다른 resultId·미션·조건·버전 혼입"", ""없는 값 소급 생성"", ""책7/8 입력 fallback""]",S1324-21,gutenberg.c2,storyBook8Pages+integratedGrowthReport,nuvia.age.middle-school.v1,"{""resourceId"": ""새 응답 자원이 아니라 저장된 같은 resultId 레코드 연결"", ""changedAttribute"": ""이 단계에서 역사 조건을 다시 변경하지 않음"", ""cognitiveAction"": ""결과 열람·인쇄 연결 단계""}"
canonicalStage,W24-C2,high-school,책을 볼 수 있는 사람이 제한된다면,실제 역사와 게임에서 바꿀 조건을 순서대로 확인해요.,nuvia.semantic.v1_1_r2.w24-c2.high-school.condition-understanding,gutenberg,gutenberg.c2,실제 역사 확인 후 바뀐 조건 한 가지 이해,learner,nuvia.semantic.ref.w24-c2.object,nuvia.semantic.ref.w24-c2.resource,직접 접근할 수 있는 사람 범위,beforeAction,notApplicable,viewActualHistoryThenSelectCondition,실제 역사 FACT와 게임의 CHANGED_CONDITION을 서로 다른 표시·이벤트로 확인,"[""gutenberg.c2""]","[""gutenberg.c2.prohibitedClaims"", ""실제 역사와 바꾼 조건을 같은 사실로 표시"", ""다른 조건 fallback""]",S1324-21,gutenberg.c2,historyViewed+conditionSelected,nuvia.age.high-school.v1,"{""cognitiveAction"": ""보기·조건 선택 단계이며 PASS 핵심 활동이 아님""}"
canonicalStage,W24-C2,high-school,책을 직접 볼 수 있는 사람이 줄면 다음 모습은 어떻게 달라질까요?,다음 모습 한 가지를 선택하거나 직접 남겨요.,nuvia.semantic.v1_1_r2.w24-c2.high-school.prediction,gutenberg,gutenberg.c2,결과 공개 전 다음 장면 한 가지 예측,learner,nuvia.semantic.ref.w24-c2.object,nuvia.semantic.ref.w24-c2.resource,직접 접근할 수 있는 사람 범위,possibleFuture,notApplicable,writing|voice|drawing|deferred|selection,변경 조건 이후의 가까운 다음 모습 한 가지; 정답·적중 점수 없음,"[""w24.c2.prediction.take-turns-if-allowed"", ""w24.c2.prediction.explore-sharing""]","[""gutenberg.c2.prohibitedClaims"", ""근거·반론·핵심 활동을 한 질문에 함께 요구"", ""결과 공개 후 수정"", ""예측을 실제 역사로 표시""]",notApplicable,gutenberg.c2,predictionSnapshot,nuvia.age.high-school.v1,"{""cognitiveAction"": ""최초 예측은 PASS 핵심 활동으로 중복 집계하지 않음"", ""sourceFactId"": ""예측 내용은 역사 사실 주장이 아님; 승인 실제 사실은 조건 이해 단계에서 연결""}"
canonicalStage,W24-C2,high-school,책을 함께 보려면 무엇부터 확인할까요?,함께 볼 조건을 확인할 행동의 우선순위를 정해요.,nuvia.semantic.v1_1_r2.w24-c2.high-school.core-activity,gutenberg,gutenberg.c2,승인된 PASS 핵심 인지 활동 수행,learner,nuvia.semantic.ref.w24-c2.object,nuvia.semantic.ref.w24-c2.resource,직접 접근할 수 있는 사람 범위,duringAction,prioritizeActions,action.prioritizeActions.r2 payload 또는 activityDeferred,함께 볼 수 있는지 확인할 행동의 우선순위,"[""gutenberg.c2.goal.1"", ""gutenberg.c2.response.1"", ""gutenberg.c2.response.2"", ""gutenberg.c2.response.3"", ""gutenberg.c2.constraint.1"", ""gutenberg.c2.reason.1"", ""gutenberg.c2.reason.2""]","[""gutenberg.c2.prohibitedClaims"", ""활동 라벨을 나의 이야기로 저장"", ""입력하지 않은 계획·근거·태도·정확성 생성""]",S1324-21,gutenberg.c2,cognitiveActionRecorded 또는 activityDeferred,nuvia.age.high-school.v1,{}
canonicalStage,W24-C2,high-school,이 조건에서 달라질 수 있는 모습을 살펴봐요.,가능성 하나가 정답이라고 표시하지 않아요.,nuvia.semantic.v1_1_r2.w24-c2.high-school.alternate-result,gutenberg,gutenberg.c2,변경 조건에서 가능한 결과 A/B 확인,learner,nuvia.semantic.ref.w24-c2.object,nuvia.semantic.ref.w24-c2.resource,직접 접근할 수 있는 사람 범위,immediateResult,notApplicable,viewLevel3PossibilityAOrB,실제 역사와 분리된 Level 3 가능성; 정답이 아님,"[""A"", ""B""]","[""gutenberg.c2.prohibitedClaims"", ""가능성 A/B를 사실·정답·적중 점수로 표시"", ""장기 결과 단정""]",notApplicable,gutenberg.c2,alternateViewed,nuvia.age.high-school.v1,"{""cognitiveAction"": ""가능성 열람 단계"", ""sourceFactId"": ""가상 가능성은 출처가 확인하는 실제 사실이 아님""}"
canonicalStage,W24-C2,high-school,나만의 이야기를 말·글·그림으로 남겨 봐요.,남기지 않아도 다른 기록으로 대신 채우지 않아요.,nuvia.semantic.v1_1_r2.w24-c2.high-school.learner-story,gutenberg,gutenberg.c2,사용자가 직접 나만의 이야기 남기기,learner,nuvia.semantic.ref.w24-c2.object,notApplicable,직접 접근할 수 있는 사람 범위,reflection,notApplicable,writing|voice|drawing|mixed|deferred,사용자가 직접 남긴 말·글·그림 원문 또는 남기지 않음,notApplicable,"[""핵심 활동 라벨·예측·시스템 문구를 사용자 이야기로 복사"", ""사용자 입력이 없는데 이야기 생성"", ""AI 보완·요약·평가""]",notApplicable,gutenberg.c2,storyRecorded,nuvia.age.high-school.v1,"{""resourceId"": ""말·글·그림 자유 표현이며 고정 역사 자원 선택이 아님"", ""cognitiveAction"": ""자유 창작은 PASS 핵심 활동으로 중복 집계하지 않음"", ""allowedAnswerIds"": ""자유 창작에 고정 답안 없음"", ""sourceFactId"": ""사용자 창작은 승인 역사 사실이 아님""}"
canonicalStage,W24-C2,high-school,"실제 역사와 내가 만든 이야기를 비교해 보고, 가장 눈에 띈 점 하나를 남겨 보세요.",사용자 원문을 그대로 저장해요.,nuvia.semantic.v1_1_r2.w24-c2.high-school.history-comparison,gutenberg,gutenberg.c2,실제 역사와 나의 역사 비교,learner,nuvia.semantic.ref.w24-c2.object,notApplicable,직접 접근할 수 있는 사람 범위,comparison,notApplicable,writing|voice|drawing|mixed|deferred,가장 눈에 띈 점 하나와 연령에 따라 선택적 근거; 사용자 원문,notApplicable,"[""같았어요/달랐어요/새롭게 알았어요 고정 카드"", ""prediction 비교 fallback"", ""AI 분류·요약·채점""]",S1324-21,gutenberg.c2,comparisonCompleted(history)+bookPage7+growthReport,nuvia.age.high-school.v1,"{""resourceId"": ""실제 역사 요약과 사용자 이야기 참조이며 새 고정 답안 자원이 아님"", ""cognitiveAction"": ""자유 비교는 PASS 핵심 활동으로 중복 집계하지 않음"", ""allowedAnswerIds"": ""comparisonTag와 고정 비교 카드 폐기""}"
canonicalStage,W24-C2,high-school,"처음 생각과 실제 역사를 비교해 보고, 가장 눈에 띈 점 하나를 남겨 보세요.",처음 예측은 바꾸지 않고 사용자 원문을 그대로 저장해요.,nuvia.semantic.v1_1_r2.w24-c2.high-school.prediction-comparison,gutenberg,gutenberg.c2,최초 예측과 실제 역사 비교,learner,nuvia.semantic.ref.w24-c2.object,notApplicable,직접 접근할 수 있는 사람 범위,comparison,notApplicable,writing|voice|drawing|mixed|deferred,처음 생각과 실제 역사에서 눈에 띈 점 하나와 연령에 따라 선택적 근거; 사용자 원문,notApplicable,"[""history 비교 fallback"", ""최초 예측 사후 변경"", ""같았어요/달랐어요/새롭게 알았어요 고정 카드"", ""AI 분류·요약·채점""]",S1324-21,gutenberg.c2,comparisonCompleted(prediction)+bookPage8+growthReport,nuvia.age.high-school.v1,"{""resourceId"": ""잠긴 predictionSnapshot과 실제 역사 핵심 한 줄을 참조"", ""cognitiveAction"": ""자유 비교는 PASS 핵심 활동으로 중복 집계하지 않음"", ""allowedAnswerIds"": ""comparisonTag와 고정 비교 카드 폐기""}"
canonicalStage,W24-C2,high-school,이야기책과 성장 기록을 볼 수 있어요.,같은 결과 기록만 연결해요.,nuvia.semantic.v1_1_r2.w24-c2.high-school.artifact-link,gutenberg,gutenberg.c2,같은 결과의 이야기책·성장 리포트 연결,learner,nuvia.semantic.ref.w24-c2.object,notApplicable,notApplicable,reflection,notApplicable,viewBook|viewReport|print,같은 resultId·missionId·conditionId·버전의 실제 입력만 표시,"[""viewStoryBook"", ""viewGrowthReport"", ""print""]","[""다른 resultId·미션·조건·버전 혼입"", ""없는 값 소급 생성"", ""책7/8 입력 fallback""]",S1324-21,gutenberg.c2,storyBook8Pages+integratedGrowthReport,nuvia.age.high-school.v1,"{""resourceId"": ""새 응답 자원이 아니라 저장된 같은 resultId 레코드 연결"", ""changedAttribute"": ""이 단계에서 역사 조건을 다시 변경하지 않음"", ""cognitiveAction"": ""결과 열람·인쇄 연결 단계""}"
canonicalStage,W24-C2,adult,책을 볼 수 있는 사람이 제한된다면,실제 역사와 게임에서 바꿀 조건을 순서대로 확인해요.,nuvia.semantic.v1_1_r2.w24-c2.adult.condition-understanding,gutenberg,gutenberg.c2,실제 역사 확인 후 바뀐 조건 한 가지 이해,learner,nuvia.semantic.ref.w24-c2.object,nuvia.semantic.ref.w24-c2.resource,직접 접근할 수 있는 사람 범위,beforeAction,notApplicable,viewActualHistoryThenSelectCondition,실제 역사 FACT와 게임의 CHANGED_CONDITION을 서로 다른 표시·이벤트로 확인,"[""gutenberg.c2""]","[""gutenberg.c2.prohibitedClaims"", ""실제 역사와 바꾼 조건을 같은 사실로 표시"", ""다른 조건 fallback""]",S1324-21,gutenberg.c2,historyViewed+conditionSelected,nuvia.age.adult.v1,"{""cognitiveAction"": ""보기·조건 선택 단계이며 PASS 핵심 활동이 아님""}"
canonicalStage,W24-C2,adult,책을 직접 볼 수 있는 사람이 줄면 다음 모습은 어떻게 달라질까요?,다음 모습 한 가지를 선택하거나 직접 남겨요.,nuvia.semantic.v1_1_r2.w24-c2.adult.prediction,gutenberg,gutenberg.c2,결과 공개 전 다음 장면 한 가지 예측,learner,nuvia.semantic.ref.w24-c2.object,nuvia.semantic.ref.w24-c2.resource,직접 접근할 수 있는 사람 범위,possibleFuture,notApplicable,writing|voice|drawing|deferred|selection,변경 조건 이후의 가까운 다음 모습 한 가지; 정답·적중 점수 없음,"[""w24.c2.prediction.take-turns-if-allowed"", ""w24.c2.prediction.explore-sharing""]","[""gutenberg.c2.prohibitedClaims"", ""근거·반론·핵심 활동을 한 질문에 함께 요구"", ""결과 공개 후 수정"", ""예측을 실제 역사로 표시""]",notApplicable,gutenberg.c2,predictionSnapshot,nuvia.age.adult.v1,"{""cognitiveAction"": ""최초 예측은 PASS 핵심 활동으로 중복 집계하지 않음"", ""sourceFactId"": ""예측 내용은 역사 사실 주장이 아님; 승인 실제 사실은 조건 이해 단계에서 연결""}"
canonicalStage,W24-C2,adult,책을 함께 보려면 무엇부터 확인할까요?,함께 볼 조건을 확인할 행동의 우선순위를 정해요.,nuvia.semantic.v1_1_r2.w24-c2.adult.core-activity,gutenberg,gutenberg.c2,승인된 PASS 핵심 인지 활동 수행,learner,nuvia.semantic.ref.w24-c2.object,nuvia.semantic.ref.w24-c2.resource,직접 접근할 수 있는 사람 범위,duringAction,prioritizeActions,action.prioritizeActions.r2 payload 또는 activityDeferred,함께 볼 수 있는지 확인할 행동의 우선순위,"[""gutenberg.c2.goal.1"", ""gutenberg.c2.response.1"", ""gutenberg.c2.response.2"", ""gutenberg.c2.response.3"", ""gutenberg.c2.constraint.1"", ""gutenberg.c2.reason.1"", ""gutenberg.c2.reason.2""]","[""gutenberg.c2.prohibitedClaims"", ""활동 라벨을 나의 이야기로 저장"", ""입력하지 않은 계획·근거·태도·정확성 생성""]",S1324-21,gutenberg.c2,cognitiveActionRecorded 또는 activityDeferred,nuvia.age.adult.v1,{}
canonicalStage,W24-C2,adult,이 조건에서 달라질 수 있는 모습을 살펴봐요.,가능성 하나가 정답이라고 표시하지 않아요.,nuvia.semantic.v1_1_r2.w24-c2.adult.alternate-result,gutenberg,gutenberg.c2,변경 조건에서 가능한 결과 A/B 확인,learner,nuvia.semantic.ref.w24-c2.object,nuvia.semantic.ref.w24-c2.resource,직접 접근할 수 있는 사람 범위,immediateResult,notApplicable,viewLevel3PossibilityAOrB,실제 역사와 분리된 Level 3 가능성; 정답이 아님,"[""A"", ""B""]","[""gutenberg.c2.prohibitedClaims"", ""가능성 A/B를 사실·정답·적중 점수로 표시"", ""장기 결과 단정""]",notApplicable,gutenberg.c2,alternateViewed,nuvia.age.adult.v1,"{""cognitiveAction"": ""가능성 열람 단계"", ""sourceFactId"": ""가상 가능성은 출처가 확인하는 실제 사실이 아님""}"
canonicalStage,W24-C2,adult,나만의 이야기를 말·글·그림으로 남겨 봐요.,남기지 않아도 다른 기록으로 대신 채우지 않아요.,nuvia.semantic.v1_1_r2.w24-c2.adult.learner-story,gutenberg,gutenberg.c2,사용자가 직접 나만의 이야기 남기기,learner,nuvia.semantic.ref.w24-c2.object,notApplicable,직접 접근할 수 있는 사람 범위,reflection,notApplicable,writing|voice|drawing|mixed|deferred,사용자가 직접 남긴 말·글·그림 원문 또는 남기지 않음,notApplicable,"[""핵심 활동 라벨·예측·시스템 문구를 사용자 이야기로 복사"", ""사용자 입력이 없는데 이야기 생성"", ""AI 보완·요약·평가""]",notApplicable,gutenberg.c2,storyRecorded,nuvia.age.adult.v1,"{""resourceId"": ""말·글·그림 자유 표현이며 고정 역사 자원 선택이 아님"", ""cognitiveAction"": ""자유 창작은 PASS 핵심 활동으로 중복 집계하지 않음"", ""allowedAnswerIds"": ""자유 창작에 고정 답안 없음"", ""sourceFactId"": ""사용자 창작은 승인 역사 사실이 아님""}"
canonicalStage,W24-C2,adult,"실제 역사와 내가 만든 이야기를 비교해 보고, 가장 눈에 띈 점 하나를 남겨 보세요.",사용자 원문을 그대로 저장해요.,nuvia.semantic.v1_1_r2.w24-c2.adult.history-comparison,gutenberg,gutenberg.c2,실제 역사와 나의 역사 비교,learner,nuvia.semantic.ref.w24-c2.object,notApplicable,직접 접근할 수 있는 사람 범위,comparison,notApplicable,writing|voice|drawing|mixed|deferred,가장 눈에 띈 점 하나와 연령에 따라 선택적 근거; 사용자 원문,notApplicable,"[""같았어요/달랐어요/새롭게 알았어요 고정 카드"", ""prediction 비교 fallback"", ""AI 분류·요약·채점""]",S1324-21,gutenberg.c2,comparisonCompleted(history)+bookPage7+growthReport,nuvia.age.adult.v1,"{""resourceId"": ""실제 역사 요약과 사용자 이야기 참조이며 새 고정 답안 자원이 아님"", ""cognitiveAction"": ""자유 비교는 PASS 핵심 활동으로 중복 집계하지 않음"", ""allowedAnswerIds"": ""comparisonTag와 고정 비교 카드 폐기""}"
canonicalStage,W24-C2,adult,"처음 생각과 실제 역사를 비교해 보고, 가장 눈에 띈 점 하나를 남겨 보세요.",처음 예측은 바꾸지 않고 사용자 원문을 그대로 저장해요.,nuvia.semantic.v1_1_r2.w24-c2.adult.prediction-comparison,gutenberg,gutenberg.c2,최초 예측과 실제 역사 비교,learner,nuvia.semantic.ref.w24-c2.object,notApplicable,직접 접근할 수 있는 사람 범위,comparison,notApplicable,writing|voice|drawing|mixed|deferred,처음 생각과 실제 역사에서 눈에 띈 점 하나와 연령에 따라 선택적 근거; 사용자 원문,notApplicable,"[""history 비교 fallback"", ""최초 예측 사후 변경"", ""같았어요/달랐어요/새롭게 알았어요 고정 카드"", ""AI 분류·요약·채점""]",S1324-21,gutenberg.c2,comparisonCompleted(prediction)+bookPage8+growthReport,nuvia.age.adult.v1,"{""resourceId"": ""잠긴 predictionSnapshot과 실제 역사 핵심 한 줄을 참조"", ""cognitiveAction"": ""자유 비교는 PASS 핵심 활동으로 중복 집계하지 않음"", ""allowedAnswerIds"": ""comparisonTag와 고정 비교 카드 폐기""}"
canonicalStage,W24-C2,adult,이야기책과 성장 기록을 볼 수 있어요.,같은 결과 기록만 연결해요.,nuvia.semantic.v1_1_r2.w24-c2.adult.artifact-link,gutenberg,gutenberg.c2,같은 결과의 이야기책·성장 리포트 연결,learner,nuvia.semantic.ref.w24-c2.object,notApplicable,notApplicable,reflection,notApplicable,viewBook|viewReport|print,같은 resultId·missionId·conditionId·버전의 실제 입력만 표시,"[""viewStoryBook"", ""viewGrowthReport"", ""print""]","[""다른 resultId·미션·조건·버전 혼입"", ""없는 값 소급 생성"", ""책7/8 입력 fallback""]",S1324-21,gutenberg.c2,storyBook8Pages+integratedGrowthReport,nuvia.age.adult.v1,"{""resourceId"": ""새 응답 자원이 아니라 저장된 같은 resultId 레코드 연결"", ""changedAttribute"": ""이 단계에서 역사 조건을 다시 변경하지 않음"", ""cognitiveAction"": ""결과 열람·인쇄 연결 단계""}"
canonicalStage,W01-C1,preschool,곡물을 보관할 공간 한 곳이 작아진다면,실제 역사와 게임에서 바꿀 조건을 순서대로 확인해요.,nuvia.semantic.v1_1_r2.w01-c1.preschool.condition-understanding,nuvia.history.agriculture-settlement,nuvia.history.agriculture-settlement.c1,실제 역사 확인 후 바뀐 조건 한 가지 이해,learner,nuvia.semantic.ref.w01-c1.object,nuvia.semantic.ref.w01-c1.resource,저장 공간의 크기,beforeAction,notApplicable,viewActualHistoryThenSelectCondition,실제 역사 FACT와 게임의 CHANGED_CONDITION을 서로 다른 표시·이벤트로 확인,"[""nuvia.history.agriculture-settlement.c1""]","[""nuvia.history.agriculture-settlement.c1.prohibitedClaims"", ""실제 역사와 바꾼 조건을 같은 사실로 표시"", ""다른 조건 fallback""]",S01,nuvia.history.agriculture-settlement.c1,historyViewed+conditionSelected,nuvia.age.preschool.v1,"{""cognitiveAction"": ""보기·조건 선택 단계이며 PASS 핵심 활동이 아님""}"
canonicalStage,W01-C1,preschool,곡물 둘 자리가 작아지면 다음 모습은 어떨까요?,다음 모습을 말하거나 그려 봐요.,nuvia.semantic.v1_1_r2.w01-c1.preschool.prediction,nuvia.history.agriculture-settlement,nuvia.history.agriculture-settlement.c1,결과 공개 전 다음 장면 한 가지 예측,learner,nuvia.semantic.ref.w01-c1.object,nuvia.semantic.ref.w01-c1.resource,저장 공간의 크기,possibleFuture,notApplicable,voice|drawing|deferred,변경 조건 이후의 가까운 다음 모습 한 가지; 정답·적중 점수 없음,notApplicable,"[""nuvia.history.agriculture-settlement.c1.prohibitedClaims"", ""근거·반론·핵심 활동을 한 질문에 함께 요구"", ""결과 공개 후 수정"", ""예측을 실제 역사로 표시""]",notApplicable,nuvia.history.agriculture-settlement.c1,predictionSnapshot,nuvia.age.preschool.v1,"{""cognitiveAction"": ""최초 예측은 PASS 핵심 활동으로 중복 집계하지 않음"", ""allowedAnswerIds"": ""자유 말·글·그림·보류 응답이며 고정 정답 ID를 만들지 않음"", ""sourceFactId"": ""예측 내용은 역사 사실 주장이 아님; 승인 실제 사실은 조건 이해 단계에서 연결""}"
canonicalStage,W01-C1,preschool,작아진 자리에 둘 곡물과 자리를 이어 볼까요?,그림 두 개를 이어 봐요.,nuvia.semantic.v1_1_r2.w01-c1.preschool.core-activity,nuvia.history.agriculture-settlement,nuvia.history.agriculture-settlement.c1,승인된 PASS 핵심 인지 활동 수행,learner,nuvia.semantic.ref.w01-c1.object,nuvia.semantic.ref.w01-c1.resource,저장 공간의 크기,duringAction,mapRelation,action.mapRelation.r2 payload 또는 activityDeferred,제공된 곡물과 같은 저장 공간의 관계 연결,"[""nuvia.history.agriculture-settlement.c1.node.1"", ""nuvia.history.agriculture-settlement.c1.node.2"", ""nuvia.history.agriculture-settlement.c1.meaning.1"", ""nuvia.history.agriculture-settlement.c1.meaning.2"", ""nuvia.history.agriculture-settlement.c1.reason.1"", ""nuvia.history.agriculture-settlement.c1.reason.2""]","[""nuvia.history.agriculture-settlement.c1.prohibitedClaims"", ""활동 라벨을 나의 이야기로 저장"", ""입력하지 않은 계획·근거·태도·정확성 생성""]",S01,nuvia.history.agriculture-settlement.c1,cognitiveActionRecorded 또는 activityDeferred,nuvia.age.preschool.v1,{}
canonicalStage,W01-C1,preschool,이 조건에서 달라질 수 있는 모습을 살펴봐요.,가능성 하나가 정답이라고 표시하지 않아요.,nuvia.semantic.v1_1_r2.w01-c1.preschool.alternate-result,nuvia.history.agriculture-settlement,nuvia.history.agriculture-settlement.c1,변경 조건에서 가능한 결과 A/B 확인,learner,nuvia.semantic.ref.w01-c1.object,nuvia.semantic.ref.w01-c1.resource,저장 공간의 크기,immediateResult,notApplicable,viewLevel3PossibilityAOrB,실제 역사와 분리된 Level 3 가능성; 정답이 아님,"[""A"", ""B""]","[""nuvia.history.agriculture-settlement.c1.prohibitedClaims"", ""가능성 A/B를 사실·정답·적중 점수로 표시"", ""장기 결과 단정""]",notApplicable,nuvia.history.agriculture-settlement.c1,alternateViewed,nuvia.age.preschool.v1,"{""cognitiveAction"": ""가능성 열람 단계"", ""sourceFactId"": ""가상 가능성은 출처가 확인하는 실제 사실이 아님""}"
canonicalStage,W01-C1,preschool,나만의 이야기를 말·글·그림으로 남겨 봐요.,남기지 않아도 다른 기록으로 대신 채우지 않아요.,nuvia.semantic.v1_1_r2.w01-c1.preschool.learner-story,nuvia.history.agriculture-settlement,nuvia.history.agriculture-settlement.c1,사용자가 직접 나만의 이야기 남기기,learner,nuvia.semantic.ref.w01-c1.object,notApplicable,저장 공간의 크기,reflection,notApplicable,writing|voice|drawing|mixed|deferred,사용자가 직접 남긴 말·글·그림 원문 또는 남기지 않음,notApplicable,"[""핵심 활동 라벨·예측·시스템 문구를 사용자 이야기로 복사"", ""사용자 입력이 없는데 이야기 생성"", ""AI 보완·요약·평가""]",notApplicable,nuvia.history.agriculture-settlement.c1,storyRecorded,nuvia.age.preschool.v1,"{""resourceId"": ""말·글·그림 자유 표현이며 고정 역사 자원 선택이 아님"", ""cognitiveAction"": ""자유 창작은 PASS 핵심 활동으로 중복 집계하지 않음"", ""allowedAnswerIds"": ""자유 창작에 고정 답안 없음"", ""sourceFactId"": ""사용자 창작은 승인 역사 사실이 아님""}"
canonicalStage,W01-C1,preschool,"실제 역사와 내가 만든 이야기를 비교해 보고, 가장 눈에 띈 점 하나를 남겨 보세요.",사용자 원문을 그대로 저장해요.,nuvia.semantic.v1_1_r2.w01-c1.preschool.history-comparison,nuvia.history.agriculture-settlement,nuvia.history.agriculture-settlement.c1,실제 역사와 나의 역사 비교,learner,nuvia.semantic.ref.w01-c1.object,notApplicable,저장 공간의 크기,comparison,notApplicable,writing|voice|drawing|mixed|deferred,가장 눈에 띈 점 하나와 연령에 따라 선택적 근거; 사용자 원문,notApplicable,"[""같았어요/달랐어요/새롭게 알았어요 고정 카드"", ""prediction 비교 fallback"", ""AI 분류·요약·채점""]",S01,nuvia.history.agriculture-settlement.c1,comparisonCompleted(history)+bookPage7+growthReport,nuvia.age.preschool.v1,"{""resourceId"": ""실제 역사 요약과 사용자 이야기 참조이며 새 고정 답안 자원이 아님"", ""cognitiveAction"": ""자유 비교는 PASS 핵심 활동으로 중복 집계하지 않음"", ""allowedAnswerIds"": ""comparisonTag와 고정 비교 카드 폐기""}"
canonicalStage,W01-C1,preschool,"처음 생각과 실제 역사를 비교해 보고, 가장 눈에 띈 점 하나를 남겨 보세요.",처음 예측은 바꾸지 않고 사용자 원문을 그대로 저장해요.,nuvia.semantic.v1_1_r2.w01-c1.preschool.prediction-comparison,nuvia.history.agriculture-settlement,nuvia.history.agriculture-settlement.c1,최초 예측과 실제 역사 비교,learner,nuvia.semantic.ref.w01-c1.object,notApplicable,저장 공간의 크기,comparison,notApplicable,writing|voice|drawing|mixed|deferred,처음 생각과 실제 역사에서 눈에 띈 점 하나와 연령에 따라 선택적 근거; 사용자 원문,notApplicable,"[""history 비교 fallback"", ""최초 예측 사후 변경"", ""같았어요/달랐어요/새롭게 알았어요 고정 카드"", ""AI 분류·요약·채점""]",S01,nuvia.history.agriculture-settlement.c1,comparisonCompleted(prediction)+bookPage8+growthReport,nuvia.age.preschool.v1,"{""resourceId"": ""잠긴 predictionSnapshot과 실제 역사 핵심 한 줄을 참조"", ""cognitiveAction"": ""자유 비교는 PASS 핵심 활동으로 중복 집계하지 않음"", ""allowedAnswerIds"": ""comparisonTag와 고정 비교 카드 폐기""}"
